6 8 9 9 24.419642857 26.979166667 39.613095238 55.639880952
7 7 10 10 12.44047619 14.375 21.919642857 37.8125
6 6 8 11 32.425595238 33.511904762 34.300595238 50.178571429
7 9 8 9 22.693452381 28.392857143 42.157738095 44.717261905
5 7 11 12 28.229166667 37.8125 41.056547619 70.952380952
5 8 9 13 16.056547619 20.119047619 38.020833333 39.94047619
5 6 10 11 8.4970238095 16.488095238 28.705357143 40.833333333
5 6 8 9 14.107142857 20.922619048 21.532738095 25.68452381
8 11 11 10 15.520833333 23.363095238 37.410714286 45.520833333
6 7 9 10 20.074404762 33.37797619 37.708333333 48.645833333
6 7 9 11 21.592261905 30.99702381 41.383928571 55
6 7 8 12 15.56547619 19.702380952 26.681547619 34.092261905
6 6 9 10 20.029761905 25.416666667 22.425595238 30.892857143
6 9 7 14 22.75297619 29.449404762 32.991071429 46.904761905
6 7 10 11 18.050595238 27.038690476 27.24702381 32.395833333
6 5 10 12 22.544642857 26.681547619 28.333333333 41.979166667
6 7 9 12 11.220238095 19.449404762 21.711309524 39.285714286
7 6 9 10 22.961309524 25.267857143 27.44047619 30.535714286
7 7 8 11 15.625 20.178571429 29.43452381 38.794642857
7 7 10 12 17.931547619 29.077380952 39.419642857 55.163690476
6 6 7 12 21.026785714 28.392857143 39.375 60.386904762
6 9 9 10 21.50297619 20.803571429 30 54.270833333
5 7 10 11 20.297619048 28.139880952 27.380952381 30.68452381
7 6 11 11 15.327380952 18.883928571 21.964285714 31.636904762
7 7 7 10 15.639880952 14.479166667 16.666666667 27.291666667
6 9 9 11 25.818452381 35.208333333 45.416666667 66.517857143
6 7 10 11 24.836309524 30.863095238 47.544642857 56.696428571
5 8 8 12 28.571428571 34.31547619 44.017857143 62.232142857
6 6 12 12 21.071428571 25.089285714 40.178571429 56.145833333
7 8 8 10 17.157738095 20.625 34.836309524 37.886904762
3 7 9 11 27.55952381 33.645833333 51.071428571 64.270833333
5 7 9 9 27.827380952 37.87202381 36.547619048 50.848214286
6 6 9 12 18.601190476 32.604166667 39.270833333 54.866071429
6 7 11 11 19.032738095 32.276785714 37.5 49.166666667
8 7 9 11 19.255952381 31.443452381 34.568452381 34.300595238
7 9 9 10 20.029761905 19.925595238 28.020833333 34.136904762
7 6 8 12 19.43452381 29.375 45.803571429 61.369047619
6 7 9 11 15.476190476 24.151785714 31.473214286 44.538690476
7 7 10 9 12.842261905 19.285714286 25.089285714 32.55952381
6 8 8 12 19.955357143 36.294642857 35.446428571 48.333333333
6 8 10 11 6.5773809524 11.428571429 21.696428571 31.279761905
6 8 7 11 17.87202381 25 34.092261905 43.035714286
6 8 8 10 20.491071429 27.24702381 34.880952381 49.806547619
6 7 8 13 23.69047619 24.375 31.473214286 42.5
4 8 9 11 8.7202380952 24.107142857 30.639880952 39.970238095
4 7 9 11 27.291666667 30.431547619 48.928571429 62.380952381
7 8 9 12 13.318452381 17.336309524 32.842261905 44.821428571
7 6 9 11 35.148809524 30.119047619 41.62202381 54.494047619
6 5 9 13 20.714285714 27.723214286 30.431547619 36.5625
6 8 9 11 12.380952381 19.196428571 24.74702381 30.639880952
4 7 8 11 23.482142857 34.404761905 40.208333333 48.943452381
6 6 11 10 16.577380952 20.967261905 29.181547619 35.25297619
7 5 9 11 17.529761905 30.029761905 34.657738095 50.357142857
6 7 9 12 13.273809524 22.589285714 23.616071429 36.354166667
6 8 10 13 26.101190476 34.717261905 52.708333333 54.598214286
5 6 9 12 13.020833333 15.758928571 24.732142857 22.738095238
6 8 8 12 16.041666667 18.75 33.49702381 45.56547619
8 7 10 10 27.455357143 36.130952381 41.770833333 58.452380952
6 7 10 12 14.702380952 21.101190476 25.193452381 33.095238095
7 8 9 10 31.324404762 36.979166667 42.827380952 55.967261905
8 7 10 10 18.452380952 26.413690476 29.6875 48.735119048
5 6 9 10 10.550595238 13.214285714 25.625 34.092261905
6 7 9 11 27.574404762 26.205357143 35.446428571 58.988095238
7 8 10 12 22.797619048 34.642857143 40.163690476 47.931547619
6 6 9 11 17.738095238 18.244047619 26.517857143 36.086309524
5 6 10 11 10.148809524 18.824404762 29.285714286 36.398809524
7 6 9 12 15.238095238 15.535714286 20.535714286 24.657738095
5 8 9 12 13.958333333 14.598214286 23.928571429 37.901785714
5 7 9 10 26.50297619 33.422619048 44.300595238 48.839285714
6 7 7 12 11.5625 18.928571429 23.318452381 32.321428571
6 7 9 11 17.619047619 29.360119048 32.589285714 40.416666667
4 8 9 11 16.517857143 22.485119048 19.479166667 37.366071429
7 7 10 11 13.4375 26.517857143 26.086309524 30.967261905
7 7 9 12 10.863095238 17.931547619 21.235119048 26.086309524
6 8 10 11 20.133928571 24.300595238 34.836309524 33.720238095
4 7 10 14 24.077380952 26.845238095 28.80952381 37.708333333
5 5 10 11 21.026785714 30.744047619 37.217261905 57.857142857
7 7 10 11 26.056547619 22.782738095 37.336309524 41.264880952
7 9 7 12 21.488095238 25.99702381 33.258928571 40.104166667
5 5 10 11 33.958333333 37.5 52.842261905 57.470238095
6 9 8 10 13.273809524 20.029761905 21.681547619 30.014880952
6 8 8 10 24.479166667 24.270833333 37.1875 39.0625
3 9 9 11 17.202380952 28.18452381 28.482142857 43.541666667
7 7 8 12 19.047619048 29.345238095 34.166666667 45.714285714
7 6 7 11 15.833333333 16.25 26.041666667 35.833333333
8 6 10 11 18.244047619 26.5625 30.967261905 40.848214286
7 7 9 11 23.06547619 20.9375 30.342261905 27.693452381
7 7 9 11 19.255952381 21.964285714 28.452380952 42.053571429
6 8 11 11 22.1875 27.782738095 32.470238095 37.395833333
7 8 9 9 28.273809524 31.845238095 34.866071429 52.5
5 7 8 11 18.422619048 19.702380952 25.297619048 30.744047619
6 7 7 10 26.101190476 32.648809524 35.178571429 54.895833333
4 7 9 10 23.005952381 32.857142857 35.178571429 51.607142857
6 6 8 11 12.12797619 22.529761905 26.81547619 36.011904762
4 6 11 12 14.00297619 26.026785714 35.758928571 44.851190476
5 8 9 11 18.616071429 19.389880952 24.925595238 37.172619048
5 9 10 10 21.964285714 27.55952381 39.017857143 49.94047619
5 7 9 10 31.339285714 25.148809524 41.666666667 50.9375
6 7 8 11 12.12797619 23.630952381 26.116071429 55.580357143
7 7 9 9 16.205357143 26.93452381 21.428571429 40.014880952
5 6 11 8 15.56547619 23.735119048 31.592261905 32.217261905
5 8 9 13 20.758928571 21.071428571 39.806547619 48.06547619
5 6 5 11 20.505952381 26.413690476 35.87797619 42.202380952
5 7 9 12 16.592261905 25.05952381 28.06547619 33.943452381
3 7 9 12 3.3333333333 5.9523809524 12.604166667 17.351190476
5 5 10 11 10.401785714 16.770833333 24.479166667 33.407738095
7 8 9 12 12.068452381 21.755952381 26.294642857 36.279761905
7 7 9 12 18.407738095 21.547619048 29.270833333 41.577380952
6 9 8 12 20.044642857 23.333333333 33.348214286 34.806547619
5 7 9 12 19.553571429 25.729166667 33.794642857 35.461309524
5 6 8 11 19.31547619 22.797619048 34.568452381 36.964285714
7 5 8 10 17.514880952 18.586309524 21.532738095 32.529761905
7 6 9 11 24.00297619 26.636904762 35.327380952 39.613095238
5 6 9 10 21.979166667 24.776785714 36.235119048 49.985119048
6 6 9 11 30.803571429 35.074404762 51.339285714 72.589285714
6 7 11 11 16.889880952 30.133928571 33.928571429 44.672619048
7 7 9 12 19.255952381 28.675595238 36.30952381 46.860119048
6 7 9 11 29.077380952 28.035714286 37.395833333 46.264880952
7 8 10 10 22.589285714 32.485119048 41.726190476 47.529761905
5 5 10 9 13.214285714 24.419642857 29.821428571 64.092261905
5 8 10 9 19.925595238 25.133928571 30.967261905 34.836309524
7 8 8 11 14.226190476 15.892857143 27.217261905 39.077380952
7 8 8 11 22.738095238 35.610119048 43.125 53.69047619
5 7 8 11 19.077380952 27.12797619 36.279761905 54.657738095
7 9 10 10 21.726190476 30 43.035714286 60.892857143
6 5 9 10 26.93452381 30.238095238 47.098214286 64.74702381
7 9 9 11 22.5 29.821428571 33.303571429 48.898809524
6 7 9 12 19.449404762 21.547619048 25.357142857 42.589285714
5 8 9 10 17.098214286 23.214285714 35.148809524 44.181547619
5 6 9 11 16.517857143 17.053571429 31.904761905 33.779761905
7 8 11 11 23.080357143 26.160714286 35.148809524 52.827380952
5 7 10 13 20.267857143 20.922619048 37.589285714 48.214285714
7 8 11 13 26.50297619 30.952380952 40.104166667 55.68452381
7 7 11 11 26.741071429 29.494047619 42.217261905 43.511904762
6 8 7 9 20.714285714 28.288690476 33.571428571 46.875
6 8 9 11 21.696428571 23.06547619 24.880952381 35.669642857
5 7 9 12 21.279761905 27.455357143 28.80952381 45.773809524
5 6 9 11 17.083333333 22.157738095 31.845238095 43.720238095
7 8 10 11 18.988095238 27.321428571 25.520833333 41.785714286
6 7 9 12 26.741071429 37.291666667 44.107142857 53.571428571
5 6 10 11 17.098214286 19.702380952 25.639880952 39.285714286
6 7 9 12 13.794642857 15.25297619 23.779761905 31.473214286
4 6 9 10 14.821428571 34.31547619 35.193452381 46.19047619
7 7 9 10 13.854166667 25.193452381 23.571428571 31.845238095
6 5 11 11 10.714285714 21.696428571 27.261904762 35.357142857
6 5 8 13 20.178571429 27.157738095 33.348214286 50.25297619
5 8 9 10 32.604166667 39.851190476 42.619047619 54.642857143
6 7 9 11 18.392857143 21.026785714 35.476190476 36.458333333
5 6 10 13 9.9702380952 16.785714286 21.741071429 19.0625
6 7 10 11 19.345238095 25.982142857 32.797619048 40.104166667
6 3 9 11 20.758928571 27.053571429 34.00297619 49.12202381
5 9 10 10 24.151785714 24.255952381 33.139880952 52.24702381
6 8 9 12 22.291666667 26.145833333 30.99702381 47.113095238
6 6 9 8 28.333333333 32.5 44.077380952 61.458333333
6 6 8 10 16.369047619 25.982142857 30.744047619 37.589285714
7 8 8 11 15.05952381 16.681547619 27.351190476 34.613095238
5 7 8 9 10.089285714 17.738095238 17.142857143 21.279761905
5 6 8 11 18.363095238 12.961309524 26.547619048 29.479166667
5 7 9 11 13.125 17.038690476 23.630952381 22.842261905
5 5 9 10 18.407738095 23.050595238 35.133928571 47.410714286
5 8 9 10 15.952380952 30.133928571 32.633928571 43.4375
7 7 9 12 6.5922619048 18.511904762 28.556547619 31.056547619
6 6 9 13 18.139880952 26.919642857 37.113095238 54.330357143
4 6 10 10 21.651785714 24.732142857 28.794642857 42.782738095
6 7 9 12 15.99702381 20.595238095 26.294642857 38.80952381
5 7 9 12 18.943452381 17.083333333 24.836309524 29.345238095
7 7 8 11 18.363095238 30.461309524 28.422619048 41.279761905
6 6 10 9 16.517857143 18.139880952 27.648809524 34.776785714
8 5 7 10 19.538690476 26.324404762 30.744047619 40.580357143
5 8 8 10 28.422619048 28.660714286 39.910714286 43.616071429
4 7 10 11 29.360119048 32.142857143 41.413690476 56.160714286
6 9 10 10 13.110119048 18.348214286 18.541666667 38.645833333
7 6 8 10 26.636904762 26.086309524 34.360119048 44.389880952
6 8 9 10 23.586309524 26.517857143 29.419642857 41.860119048
5 7 9 10 31.116071429 28.229166667 35.863095238 59.047619048
5 7 10 11 20.029761905 20.699404762 30.133928571 33.720238095
6 6 8 10 8.6607142857 17.351190476 27.55952381 28.18452381
6 6 10 12 15.327380952 23.020833333 33.616071429 44.583333333
7 7 7 12 12.425595238 19.196428571 27.113095238 37.738095238
6 6 8 10 23.18452381 33.75 46.770833333 66.607142857
7 8 10 11 26.711309524 24.523809524 31.473214286 55.803571429
5 7 9 11 27.55952381 33.482142857 40.089285714 58.824404762
5 8 10 12 15.461309524 22.514880952 32.053571429 39.12202381
7 7 10 10 21.398809524 29.717261905 36.607142857 69.523809524
6 8 9 13 17.157738095 16.919642857 28.660714286 34.94047619
6 7 7 11 20.654761905 26.711309524 33.660714286 57.678571429
6 7 9 11 22.098214286 29.6875 38.422619048 55.238095238
6 9 7 9 14.74702381 20.654761905 27.12797619 38.898809524
6 8 8 10 30.863095238 32.455357143 40.773809524 56.369047619
6 7 11 13 22.44047619 38.139880952 38.75 55.833333333
7 7 8 11 15.476190476 32.157738095 34.494047619 51.175595238
6 8 9 11 26.577380952 25.327380952 36.026785714 40.267857143
6 6 8 12 18.511904762 19.151785714 31.577380952 39.12202381
8 8 8 11 17.723214286 25.357142857 31.5625 38.244047619
6 7 9 12 6.1011904762 20.56547619 21.681547619 40.952380952
7 7 7 11 20.029761905 27.24702381 30.014880952 39.464285714
6 5 9 10 19.196428571 28.095238095 24.642857143 34.255952381
6 7 10 12 20.714285714 26.875 29.419642857 48.675595238
7 7 9 11 32.232142857 30.68452381 37.12797619 60.833333333
7 9 9 12 22.485119048 34.62797619 36.696428571 43.333333333
7 7 9 12 22.232142857 28.035714286 37.380952381 48.898809524
6 5 7 11 15.773809524 23.958333333 26.755952381 36.666666667
5 7 10 11 24.270833333 29.657738095 37.217261905 50.87797619
5 7 10 12 24.285714286 30.342261905 35.25297619 54.538690476
